Sample Number (#),Time (ms),Neck right / left lateral bending (+/-),Neck right / left rotation (+/-),Neck flexion / extension (+/-),Back right / left lateral bending (+/-),Back right / left rotation (+/-),Back flexion / extension (+/-),Shoulder (L) abduction / adduction (+/-),Shoulder (L) internal / external rotation (+/-),Shoulder (L) flexion / extension (+/-),Shoulder (R) abduction / adduction (+/-),Shoulder (R) internal / external rotation (+/-),Shoulder (R) flexion / extension (+/-),Elbow (L) supination / pronation (+/-),Elbow (L) flexion / extension (+/-),Elbow (R) supination / pronation (+/-),Elbow (R) flexion / extension (+/-),Wrist (L) flexion / extension (+/-),Wrist (L) ulnar / radial deviation (+/-),Wrist (R) flexion / extension (+/-),Wrist (R) ulnar / radial deviation (+/-),Hip (L) abduction / adduction (+/-),Hip (L) internal / external rotation (+/-),Hip (L) flexion / extension (+/-),Hip (R) abduction / adduction (+/-),Hip (R) internal / external rotation (+/-),Hip (R) flexion / extension (+/-),Knee (L) valgus / varus (+/-),Knee (L) internal / external rotation (+/-),Knee (L) flexion / extension (+/-),Knee (R) valgus / varus (+/-),Knee (R) internal / external rotation (+/-),Knee (R) flexion / extension (+/-),Ankle (L) eversion / inversion (+/-),Ankle (L) abduction / adduction (+/-),Ankle (L) dorsiflexion / plantarflexion (+/-),Ankle (R) eversion / inversion (+/-),Ankle (R) abduction / adduction (+/-),Ankle (R) dorsiflexion / plantarflexion (+/-)
15443,120.6406,-0.27,34.09,-2.18,6.88,42.35,1.11,8.23,27.45,-0.86,10.92,-24.12,20.56,-46.02,9.73,-0.44,-3.63,1.14,0.09,-1.2,14.78,4.83,49.59,1.74,-7.03,-77.98,26.62,-18.56,-62.07,32.64,34.92,69.56,10.02,26.66,-105.88,-9.62,5.26,75.99,10.03
15444,120.6484,-0.34,34.22,-2.08,7.1,42.03,1.27,8.08,27.39,-1.08,10.76,-23.9,20.69,-46.69,9.82,0.01,-3.35,1.35,0.07,-1.42,14.81,4.77,50.27,2.2,-7.26,-79.05,25.77,-19.52,-61.99,33.77,34.01,69.06,10.61,27.1,-104.93,-11.85,4.89,74.55,9.81
15445,120.6563,-0.42,34.35,-1.97,7.31,41.7,1.49,7.96,27.31,-1.28,10.6,-23.65,20.88,-47.34,9.94,0.43,-3.11,1.52,0.04,-1.62,14.81,4.72,50.61,2.67,-7.43,-80.11,24.94,-20.33,-61.36,34.93,33.14,68.69,11.07,27.5,-103.76,-14.28,4.55,73.23,9.54
15446,120.6641,-0.51,34.48,-1.87,7.51,41.56,1.75,7.84,27.22,-1.48,10.44,-23.34,21.1,-47.95,10.1,0.83,-2.92,1.63,-0.01,-1.83,14.81,4.74,50.58,3.14,-7.52,-81.29,24.17,-20.89,-60.08,36.08,32.39,68.57,11.38,27.82,-102.54,-17,4.2,72.21,9.29
15447,120.6719,-0.6,34.61,-1.76,7.67,41.4,2.05,7.73,27.13,-1.67,10.29,-22.95,21.36,-48.48,10.29,1.24,-2.78,1.68,-0.06,-2.06,14.79,4.97,50.42,3.54,-7.56,-82.33,23.48,-21.19,-58.64,37.24,31.77,68.63,11.61,28.07,-101.42,-19.98,3.83,71.46,9.08
15448,120.6797,-0.71,34.73,-1.65,7.78,41.23,2.37,7.6,27.06,-1.86,10.15,-22.47,21.65,-48.93,10.5,1.7,-2.69,1.66,-0.12,-2.28,14.79,5.44,50.53,3.82,-7.56,-83.18,22.86,-21.29,-57.59,38.34,31.23,68.82,11.8,28.29,-100.68,-23.22,3.45,71.01,8.92
15449,120.6875,-0.81,34.86,-1.56,7.84,41.03,2.68,7.46,26.99,-2.06,10.02,-21.87,21.96,-49.28,10.72,2.21,-2.65,1.57,-0.19,-2.49,14.79,5.94,50.59,4.05,-7.54,-83.82,22.3,-21.36,-56.9,39.22,30.75,69.14,11.92,28.48,-100.44,-26.67,3.06,70.85,8.82
15450,120.6953,-0.9,34.99,-1.49,7.84,40.79,2.92,7.31,26.93,-2.26,9.9,-21.18,22.27,-49.53,10.95,2.78,-2.65,1.44,-0.27,-2.69,14.8,6.19,50.44,4.3,-7.46,-84.23,21.82,-21.63,-56.57,39.69,30.35,69.56,11.91,28.73,-100.67,-30.11,2.69,70.93,8.78
15451,120.7031,-1.01,35.12,-1.44,7.81,40.24,3.06,7.13,26.88,-2.46,9.76,-20.41,22.59,-49.68,11.18,3.39,-2.7,1.25,-0.36,-2.86,14.83,6.22,50.26,4.63,-7.37,-84.16,21.44,-22.19,-56.98,39.77,30.02,70.11,11.76,29.12,-101.39,-33.33,2.29,71.24,8.76
15452,120.7109,-1.11,35.25,-1.42,7.74,39.74,3.11,6.96,26.84,-2.64,9.6,-19.56,22.91,-49.75,11.4,4.05,-2.79,1.03,-0.46,-3.01,14.89,6.15,50.2,5.07,-7.27,-84.06,21.14,-22.96,-57.81,39.61,29.73,70.82,11.46,29.71,-102.59,-36.06,1.88,71.75,8.74
15453,120.7188,-1.2,35.39,-1.42,7.64,39.21,3.06,6.79,26.81,-2.81,9.4,-18.66,23.2,-49.77,11.61,4.78,-2.89,0.8,-0.57,-3.13,14.97,6.08,50.18,5.65,-7.2,-83.9,20.9,-23.84,-58.89,39.33,29.46,71.7,11.03,30.43,-103.78,-37.9,1.5,72.45,8.72
15454,120.7266,-1.28,35.54,-1.47,7.52,38.83,2.93,6.62,26.78,-2.98,9.17,-17.73,23.45,-49.76,11.79,5.56,-2.99,0.59,-0.69,-3.21,15.08,6.05,50.31,6.35,-7.19,-83.9,20.68,-24.76,-60.06,38.97,29.2,72.71,10.52,31.09,-104.44,-38.74,1.12,73.29,8.71
15455,120.7344,-1.35,35.7,-1.55,7.37,38.42,2.74,6.43,26.77,-3.14,8.92,-16.82,23.66,-49.75,11.92,6.39,-3.08,0.42,-0.79,-3.27,15.23,6.04,50.41,7.17,-7.21,-83.85,20.49,-25.64,-61.21,38.54,28.91,73.71,10.02,31.53,-104.64,-38.92,0.75,74.13,8.67
15456,120.7422,-1.41,35.86,-1.65,7.18,37.97,2.52,6.24,26.77,-3.3,8.67,-15.92,23.85,-49.75,11.99,7.24,-3.16,0.31,-0.87,-3.32,15.39,6.03,50.46,8.06,-7.22,-83.72,20.34,-26.43,-62.27,38.09,28.53,74.49,9.62,31.83,-104.68,-38.99,0.4,74.81,8.58
15457,120.75,-1.46,36.03,-1.75,6.95,37.51,2.32,6.04,26.78,-3.43,8.43,-15.05,24.01,-49.77,12.02,8.12,-3.2,0.28,-0.94,-3.35,15.56,6.01,50.48,8.98,-7.19,-83.55,20.22,-27.05,-63.17,37.63,28.07,74.99,9.36,32.05,-104.75,-39.25,0.05,75.23,8.43
15458,120.7578,-1.51,36.19,-1.86,6.71,37.04,2.12,5.83,26.8,-3.55,8.2,-14.22,24.14,-49.81,11.99,9,-3.19,0.32,-0.98,-3.38,15.74,5.97,50.48,9.93,-7.16,-83.3,20.12,-27.48,-63.88,37.17,27.5,75.13,9.27,32.14,-104.85,-39.67,-0.28,75.38,8.22
15459,120.7656,-1.56,36.33,-1.96,6.48,36.57,1.9,5.62,26.82,-3.67,7.98,-13.47,24.25,-49.88,11.92,9.87,-3.13,0.44,-0.99,-3.42,15.91,5.93,50.47,10.91,-7.19,-83.08,20.01,-27.7,-64.38,36.71,26.82,75.02,9.32,32.06,-104.94,-40.09,-0.59,75.23,7.96
15460,120.7734,-1.6,36.47,-2.05,6.29,36.13,1.64,5.42,26.83,-3.78,7.78,-12.8,24.35,-49.98,11.83,10.7,-3.01,0.62,-0.98,-3.49,16.08,5.92,50.46,11.93,-7.27,-82.96,19.86,-27.72,-64.65,36.3,26.06,74.73,9.44,31.75,-104.99,-40.47,-0.87,74.85,7.66
15461,120.7813,-1.63,36.58,-2.13,6.15,35.7,1.36,5.23,26.81,-3.91,7.6,-12.22,24.42,-50.13,11.72,11.49,-2.83,0.84,-0.95,-3.61,16.25,5.95,50.46,12.99,-7.38,-82.92,19.67,-27.54,-64.73,35.93,25.26,74.35,9.58,31.18,-104.84,-40.75,-1.12,74.31,7.35
15462,120.7891,-1.66,36.68,-2.19,6.04,35.3,1.07,5.05,26.74,-4.04,7.41,-11.73,24.49,-50.33,11.6,12.24,-2.6,1.07,-0.92,-3.77,16.41,6.02,50.49,14.04,-7.5,-82.95,19.44,-27.19,-64.68,35.58,24.48,74.01,9.66,30.42,-104.96,-41.21,-1.35,73.76,7.05
15463,120.7969,-1.68,36.76,-2.23,5.96,34.94,0.78,4.89,26.61,-4.17,7.21,-11.34,24.56,-50.6,11.51,12.91,-2.32,1.31,-0.88,-3.99,16.53,6.11,50.58,15.06,-7.6,-83.03,19.19,-26.68,-64.56,35.21,23.74,73.79,9.67,29.46,-105.18,-41.7,-1.57,73.3,6.76
15464,120.8047,-1.69,36.83,-2.25,5.9,34.62,0.51,4.76,26.4,-4.31,7.01,-11.07,24.65,-50.91,11.42,13.47,-2.03,1.54,-0.85,-4.24,16.63,6.22,50.74,16.02,-7.69,-83.2,18.92,-26.03,-64.4,34.8,23.08,73.8,9.58,28.34,-105.44,-42.18,-1.76,73.02,6.5
15465,120.8125,-1.7,36.88,-2.25,5.85,34.35,0.28,4.64,26.12,-4.44,6.8,-10.9,24.76,-51.26,11.34,13.9,-1.74,1.75,-0.82,-4.55,16.7,6.34,50.98,16.92,-7.75,-83.32,18.64,-25.26,-64.23,34.32,22.48,73.96,9.43,27.06,-105.74,-42.59,-1.95,72.96,6.28
15466,120.8203,-1.71,36.92,-2.22,5.8,34.12,0.09,4.55,25.79,-4.55,6.57,-10.81,24.92,-51.65,11.28,14.21,-1.48,1.92,-0.81,-4.88,16.75,6.46,51.28,17.74,-7.78,-83.46,18.34,-24.42,-64.08,33.75,21.92,74.31,9.22,25.66,-106.04,-42.89,-2.13,73.12,6.09
15467,120.8281,-1.73,36.96,-2.16,5.73,33.57,-0.08,4.47,25.42,-4.65,6.33,-10.79,25.13,-52.06,11.23,14.42,-1.24,2.07,-0.81,-5.24,16.78,6.56,51.29,18.54,-7.79,-83.24,18.03,-23.56,-63.97,33.08,21.38,74.8,8.98,24.13,-106.34,-43.06,-2.29,73.45,5.93
15468,120.8359,-1.75,37,-2.08,5.68,33.41,-0.19,4.41,25.04,-4.74,6.09,-10.8,25.38,-52.45,11.2,14.55,-1.05,2.17,-0.82,-5.59,16.79,6.68,51.71,19.26,-7.78,-83.39,17.7,-22.7,-63.92,32.29,20.85,75.36,8.74,22.49,-106.31,-42.95,-2.43,73.87,5.76
15469,120.8438,-1.76,37.03,-1.99,5.63,33.29,-0.28,4.36,24.68,-4.83,5.86,-10.84,25.66,-52.8,11.18,14.6,-0.91,2.24,-0.83,-5.94,16.8,6.82,52.16,19.96,-7.75,-83.53,17.36,-21.86,-63.95,31.41,20.32,75.9,8.52,20.76,-106.24,-42.71,-2.55,74.31,5.6
15470,120.8516,-1.76,37.07,-1.9,5.58,33.19,-0.35,4.29,24.36,-4.93,5.65,-10.88,25.96,-53.12,11.15,14.59,-0.83,2.27,-0.85,-6.28,16.81,6.96,52.69,20.62,-7.69,-83.66,17.02,-21.08,-64.14,30.36,19.78,76.41,8.31,18.95,-106.14,-42.33,-2.66,74.75,5.42
15471,120.8594,-1.76,37.12,-1.81,5.52,33.1,-0.4,4.2,24.1,-5.03,5.47,-10.91,26.28,-53.39,11.1,14.55,-0.78,2.25,-0.86,-6.58,16.83,7.07,53.3,21.24,-7.61,-83.79,16.67,-20.4,-64.56,29.11,19.22,76.85,8.13,17.08,-106.07,-41.84,-2.77,75.15,5.24
15472,120.8672,-1.75,37.18,-1.72,5.47,33.03,-0.44,4.11,23.9,-5.12,5.33,-10.91,26.59,-53.58,11.05,14.5,-0.77,2.22,-0.88,-6.86,16.85,7.21,53.94,21.84,-7.5,-83.92,16.31,-19.76,-65.1,27.77,18.64,77.24,7.96,15.17,-106.03,-41.25,-2.87,75.51,5.05
15473,120.875,-1.75,37.25,-1.63,5.41,32.98,-0.47,4,23.77,-5.22,5.23,-10.89,26.9,-53.69,10.98,14.46,-0.78,2.32,-1.19,-7.1,16.89,7.42,54.57,22.44,-7.38,-84.05,15.94,-19.14,-65.74,26.36,18.03,77.56,7.82,13.23,-106.05,-40.53,-2.96,75.81,4.85
15474,120.8828,-1.74,37.32,-1.56,5.35,32.93,-0.49,3.9,23.72,-5.32,5.15,-10.84,27.2,-53.74,10.9,14.41,-0.81,2.28,-1.25,-7.31,16.93,7.62,55.21,23,-7.24,-84.17,15.57,-18.55,-66.49,24.82,17.41,77.82,7.7,11.26,-106.46,-39.75,-3.06,76.07,4.64
15475,120.8906,-1.73,37.39,-1.5,5.28,32.88,-0.5,3.79,23.74,-5.42,5.09,-10.81,27.49,-53.76,10.81,14.33,-0.85,2.24,-1.29,-7.49,16.98,7.73,55.88,23.51,-7.1,-84.26,15.19,-17.98,-67.35,23.09,16.77,78.02,7.6,9.26,-106.88,-38.84,-3.16,76.29,4.42
15476,120.8984,-1.72,37.47,-1.46,5.21,32.85,-0.51,3.69,23.82,-5.52,5.06,-10.77,27.76,-53.75,10.7,14.24,-0.89,2.22,-1.32,-7.63,17.04,7.85,56.55,23.98,-6.94,-84.34,14.82,-17.38,-68.26,21.27,16.11,78.21,7.52,7.2,-107.34,-37.83,-3.27,76.5,4.19
15477,120.9063,-1.7,37.54,-1.43,5.14,32.82,-0.53,3.6,23.94,-5.63,5.04,-10.71,28.01,-53.73,10.59,14.17,-0.92,2.25,-1.33,-7.74,17.1,8.01,57.19,24.42,-6.79,-84.42,14.45,-16.72,-69.15,19.4,15.46,78.4,7.43,5.07,-107.77,-36.74,-3.4,76.74,3.95
15478,120.9141,-1.69,37.62,-1.41,5.07,32.79,-0.57,3.52,24.08,-5.74,5.04,-10.63,28.23,-53.68,10.47,14.15,-0.92,2.3,-1.33,-7.82,17.15,8.2,57.77,24.81,-6.66,-84.49,14.09,-15.97,-69.98,17.5,14.81,78.61,7.35,2.88,-108.18,-35.62,-3.54,76.99,3.69
15479,120.9219,-1.68,37.69,-1.4,5.01,32.76,-0.6,3.46,24.23,-5.84,5.02,-10.55,28.43,-53.6,10.36,14.13,-0.9,2.36,-1.32,-7.89,17.2,8.39,58.27,25.13,-6.52,-84.54,13.73,-15.12,-70.74,15.55,14.15,78.81,7.28,0.63,-108.55,-34.47,-3.68,77.24,3.42
15480,120.9297,-1.68,37.76,-1.38,4.95,32.7,-0.63,3.41,24.38,-5.92,4.99,-10.47,28.61,-53.52,10.25,14.12,-0.83,2.43,-1.33,-7.95,17.25,8.58,58.68,25.37,-6.4,-84.55,13.37,-14.17,-71.45,13.53,13.49,79,7.22,-1.67,-108.93,-33.27,-3.84,77.49,3.14
15481,120.9375,-1.68,37.83,-1.36,4.91,32.64,-0.64,3.38,24.51,-6,4.96,-10.41,28.75,-53.45,10.14,14.11,-0.73,2.51,-1.33,-8.01,17.29,8.77,59,25.54,-6.29,-84.52,12.99,-13.14,-72.11,11.48,12.81,79.17,7.18,-3.99,-109.3,-32.02,-4.01,77.74,2.83
15482,120.9453,-1.68,37.89,-1.34,4.86,32.24,-0.66,3.36,24.62,-6.07,4.92,-10.36,28.87,-53.42,10.05,14.1,-0.59,2.58,-1.33,-8.07,17.32,8.99,58.95,25.68,-6.18,-84.12,12.62,-12.04,-72.7,9.47,12.13,79.32,7.16,-6.32,-109.64,-30.74,-4.18,77.98,2.5
15483,120.9531,-1.68,37.94,-1.31,4.81,32.02,-0.65,3.35,24.69,-6.14,4.91,-10.32,28.95,-53.42,9.95,14.08,-0.43,2.67,-1.31,-8.12,17.35,9.26,59.04,25.78,-6.05,-83.88,12.24,-10.88,-73.2,7.54,11.43,79.43,7.17,-8.64,-109.86,-29.42,-4.38,78.22,2.14
15484,120.9609,-1.68,37.98,-1.29,4.77,31.95,-0.6,3.33,24.73,-6.2,4.92,-10.28,29.02,-53.44,9.87,14.05,-0.26,2.76,-1.29,-8.18,17.36,9.54,59.26,25.84,-5.91,-83.74,11.83,-9.69,-73.62,5.69,10.71,79.5,7.19,-10.93,-109.96,-28.08,-4.59,78.44,1.74
15485,120.9688,-1.67,37.99,-1.27,4.73,31.89,-0.54,3.33,24.75,-6.27,4.95,-10.25,29.08,-53.46,9.8,14.03,-0.08,2.84,-1.26,-8.24,17.36,9.73,59.49,25.85,-5.75,-83.56,11.4,-8.53,-74.01,3.83,9.97,79.51,7.24,-13.16,-109.95,-26.7,-4.82,78.64,1.3
15486,120.9766,-1.66,38,-1.26,4.68,31.83,-0.48,3.33,24.73,-6.34,5,-10.2,29.13,-53.47,9.76,14.02,0.09,2.91,-1.25,-8.29,17.36,9.76,59.73,25.81,-5.59,-83.35,10.96,-7.44,-74.35,1.86,9.2,79.49,7.31,-15.29,-109.87,-25.28,-5.08,78.85,0.81
15487,120.9844,-1.64,37.98,-1.25,4.65,31.79,-0.43,3.35,24.7,-6.42,5.05,-10.16,29.18,-53.47,9.75,14.03,0.23,2.96,-1.24,-8.34,17.34,9.56,59.87,25.75,-5.45,-83.16,10.49,-6.46,-74.53,-0.2,8.41,79.47,7.4,-17.3,-109.73,-23.8,-5.38,79.09,0.27
15488,120.9922,-1.62,37.95,-1.26,4.62,31.75,-0.4,3.36,24.64,-6.51,5.13,-10.12,29.24,-53.46,9.75,14.04,0.34,2.99,-1.23,-8.38,17.32,9.16,59.73,25.71,-5.33,-82.96,10.01,-5.61,-74.42,-2.26,7.62,79.41,7.51,-19.19,-109.57,-22.27,-5.69,79.29,-0.32
15489,121,-1.6,37.91,-1.28,4.61,31.7,-0.38,3.35,24.55,-6.61,5.21,-10.12,29.31,-53.44,9.76,14.03,0.42,3,-1.23,-8.41,17.3,8.55,59.22,25.76,-5.24,-82.75,9.52,-4.95,-73.91,-4.26,6.81,79.26,7.66,-20.93,-109.39,-20.67,-6.01,79.39,-0.96
15490,121.0078,-1.57,37.86,-1.3,4.6,31.64,-0.37,3.35,24.46,-6.71,5.28,-10.14,29.39,-53.4,9.78,14,0.46,2.98,-1.23,-8.44,17.27,7.73,58.37,25.92,-5.17,-82.53,9.02,-4.51,-72.97,-6.16,5.95,79.11,7.8,-22.53,-109.13,-19,-6.34,79.46,-1.69
15491,121.0156,-1.55,37.81,-1.33,4.59,31.57,-0.35,3.33,24.37,-6.81,5.34,-10.2,29.47,-53.35,9.8,13.94,0.48,2.95,-1.23,-8.47,17.25,6.74,57.4,26.14,-5.07,-82.32,8.51,-4.33,-71.75,-7.97,5.07,78.98,7.93,-23.95,-108.75,-17.26,-6.68,79.5,-2.48
15492,121.0234,-1.54,37.76,-1.37,4.56,31.51,-0.32,3.31,24.3,-6.91,5.37,-10.29,29.54,-53.27,9.82,13.86,0.5,2.91,-1.29,-8.5,17.24,5.61,56.59,26.3,-4.93,-82.16,8,-4.35,-70.49,-9.72,4.18,78.84,8.04,-25.17,-108.31,-15.5,-7.05,79.48,-3.35
15493,121.0313,-1.54,37.71,-1.42,4.53,31.46,-0.28,3.28,24.24,-7.01,5.37,-10.41,29.59,-53.17,9.83,13.76,0.52,2.84,-1.3,-8.54,17.22,4.52,56.07,26.34,-4.76,-82.01,7.49,-4.45,-69.43,-11.27,3.28,78.73,8.14,-26.16,-107.91,-13.76,-7.45,79.42,-4.28
15494,121.0391,-1.54,37.66,-1.48,4.5,31.43,-0.26,3.23,24.19,-7.1,5.33,-10.55,29.62,-53.05,9.83,13.65,0.55,2.78,-1.31,-8.59,17.2,3.83,55.84,26.3,-4.59,-81.89,6.99,-4.5,-68.77,-12.27,2.39,78.66,8.23,-26.91,-107.7,-12.05,-7.89,79.37,-5.27
15495,121.0469,-1.55,37.62,-1.55,4.49,31.4,-0.28,3.17,24.14,-7.18,5.27,-10.72,29.61,-52.93,9.82,13.5,0.58,2.72,-1.32,-8.65,17.19,3.76,55.79,26.28,-4.44,-81.78,6.5,-4.48,-68.59,-12.48,1.51,78.64,8.33,-27.44,-107.77,-10.38,-8.37,79.34,-6.34
15496,121.0547,-1.55,37.58,-1.63,4.49,31.39,-0.32,3.11,24.09,-7.24,5.18,-10.93,29.57,-52.79,9.8,13.32,0.62,2.68,-1.33,-8.73,17.16,4.14,55.83,26.44,-4.31,-81.66,6.01,-4.58,-68.82,-12.03,0.62,78.65,8.43,-27.75,-108.18,-8.73,-8.9,79.29,-7.48
15497,121.0625,-1.56,37.56,-1.71,4.5,31.39,-0.38,3.07,24.05,-7.3,5.1,-11.17,29.49,-52.65,9.79,13.09,0.66,2.65,-1.33,-8.82,17.14,4.58,55.93,26.88,-4.16,-81.57,5.53,-5.03,-69.31,-11.21,-0.27,78.66,8.55,-27.86,-108.98,-7.07,-9.47,79.22,-8.68
15498,121.0703,-1.56,37.55,-1.8,4.48,31.42,-0.4,3.03,24.01,-7.35,5.04,-11.47,29.36,-52.52,9.77,12.81,0.71,2.65,-1.33,-8.92,17.11,4.95,55.97,27.58,-3.94,-81.51,5.05,-5.86,-69.9,-10.13,-1.17,78.67,8.66,-27.78,-110.1,-5.4,-10.09,79.11,-9.94
15499,121.0781,-1.54,37.55,-1.88,4.41,31.18,-0.35,3.01,23.96,-7.4,5.02,-11.8,29.18,-52.39,9.76,12.5,0.75,2.67,-1.32,-9.02,17.08,5.15,55.65,28.41,-3.62,-81.2,4.59,-6.94,-70.46,-8.93,-2.06,78.72,8.78,-27.56,-111.41,-3.76,-10.76,78.99,-11.26
15500,121.0859,-1.52,37.55,-1.96,4.3,31.15,-0.25,2.99,23.91,-7.43,5.05,-12.15,28.99,-52.29,9.75,12.14,0.77,2.71,-1.31,-9.11,17.05,5.19,55.43,29.17,-3.21,-81.12,4.14,-8.09,-70.9,-7.68,-2.94,78.82,8.93,-27.14,-112.83,-2.15,-11.49,78.88,-12.63
15501,121.0938,-1.49,37.55,-2.03,4.17,31.28,-0.11,2.98,23.84,-7.46,5.13,-12.55,28.77,-52.22,9.74,11.72,0.76,2.74,-1.3,-9.19,17.02,5.1,55.19,29.75,-2.74,-81.22,3.71,-9.09,-71.03,-6.42,-3.79,78.95,9.11,-26.46,-114.19,-0.59,-12.28,78.79,-14.06
15502,121.1016,-1.45,37.56,-2.11,4.06,31.5,-0.01,2.96,23.75,-7.48,5.25,-12.98,28.55,-52.2,9.72,11.24,0.72,2.78,-1.28,-9.24,17,5.18,54.89,29.98,-2.27,-81.39,3.35,-9.52,-70.99,-5.23,-4.63,79.1,9.31,-25.73,-115.47,0.9,-13.13,78.7,-15.58
15503,121.1094,-1.45,37.57,-2.18,3.94,31.75,0.01,2.95,23.64,-7.48,5.4,-13.48,28.36,-52.23,9.69,10.72,0.65,2.8,-1.27,-9.25,16.96,5.63,54.9,29.84,-1.88,-81.56,3.08,-9.33,-70.51,-4.17,-5.47,79.17,9.57,-25.24,-115.98,2.3,-14.04,78.55,-17.22
15504,121.1172,-1.47,37.58,-2.26,3.63,31.86,0.21,2.94,23.53,-7.49,5.57,-13.99,28.21,-52.29,9.66,10.2,0.52,2.78,-1.27,-9.24,16.9,5.27,55.18,29.22,-1.3,-81.55,2.9,-9.06,-69.39,-3.92,-6.36,79.11,9.89,-24.85,-115.43,3.65,-14.98,78.21,-19.02
15505,121.125,-1.38,37.58,-2.39,3.24,31.92,0.29,2.89,23.39,-7.59,5.79,-14.45,28.02,-52.36,9.62,9.76,0.31,2.72,-1.33,-9.25,16.81,4.24,55.66,28.32,-0.73,-81.53,2.82,-8.85,-68.51,-4.54,-7.21,79.25,10.26,-24.52,-114.8,4.94,-15.91,77.99,-20.97
15506,121.1328,-1.24,37.56,-2.56,3.07,32.05,-0.18,2.85,23.24,-7.76,6.01,-14.83,27.82,-52.44,9.59,9.42,0.02,2.57,-1.38,-9.3,16.69,3.82,56.11,27.73,-0.61,-81.69,2.92,-8.54,-67.8,-4.84,-8.03,79.61,10.62,-24.16,-114.11,5.87,-16.9,77.96,-23.14
15507,121.1406,-1.21,37.55,-2.67,2.96,32.02,-0.74,2.92,23.14,-7.81,6.14,-15.23,27.7,-52.52,9.56,9.12,-0.29,2.39,-1.45,-9.36,16.54,4.31,56.34,27.55,-0.58,-81.84,3.11,-8.11,-67.37,-4.03,-8.82,80.02,10.93,-23.68,-113.31,6.23,-17.95,78,-25.47
15508,121.1484,-1.23,37.57,-2.72,2.67,32.18,-0.95,3.05,23.1,-7.74,6.22,-15.76,27.61,-52.58,9.53,8.76,-0.55,2.26,-1.51,-9.41,16.39,4.86,56.87,27.6,-0.23,-82.26,3.33,-7.94,-67.37,-2.64,-9.61,80.41,11.3,-23.08,-112.6,6.15,-19.05,78.02,-28.02
15509,121.1563,-1.23,37.61,-2.77,2.23,32.38,-0.93,3.17,23.16,-7.66,6.32,-16.47,27.43,-52.63,9.48,8.28,-0.73,2.22,-1.54,-9.42,16.25,5.01,57.61,27.83,0.34,-82.75,3.58,-8.16,-67.62,-1.25,-10.45,80.69,11.78,-22.39,-111.96,5.7,-20.2,77.92,-30.85
15510,121.1641,-1.19,37.67,-2.83,1.91,32.49,-1.02,3.23,23.33,-7.6,6.45,-17.36,27.12,-52.64,9.39,7.68,-0.84,2.25,-1.55,-9.41,16.13,5.14,58.38,28.23,0.77,-83.24,3.85,-8.63,-68.09,-0.04,-11.31,80.97,12.33,-21.67,-111.56,5.06,-21.37,77.73,-33.99
15511,121.1719,-1.14,37.72,-2.91,1.72,32.54,-1.19,3.24,23.57,-7.54,6.57,-18.38,26.75,-52.62,9.27,6.97,-0.91,2.32,-1.54,-9.35,16.02,5.45,59.05,28.61,1.08,-83.79,4.13,-9.11,-68.46,1.17,-12.12,81.3,12.88,-20.9,-111.28,4.36,-22.49,77.47,-37.45
15512,121.1797,-1.08,37.77,-3.01,1.48,32.61,-1.16,3.22,23.87,-7.48,6.65,-19.49,26.34,-52.58,9.1,6.18,-0.97,2.41,-1.52,-9.25,15.93,5.57,59.55,28.69,1.6,-84.49,4.43,-9.36,-68.59,2.25,-12.88,81.66,13.42,-20.2,-111.18,3.63,-23.58,77.08,-41.29
15513,121.1875,-1.05,37.8,-3.12,1.15,32.56,-0.84,3.18,24.18,-7.38,6.68,-20.68,25.93,-52.52,8.9,5.31,-1.03,2.51,-1.49,-9.07,15.86,5.08,59.74,28.39,2.44,-85.19,4.75,-9.52,-68.68,2.81,-13.62,82,13.88,-19.55,-111.52,2.92,-24.7,76.52,-45.45
15514,121.1953,-1.03,37.79,-3.22,0.83,32.61,-0.38,3.13,24.49,-7.23,6.69,-21.86,25.52,-52.44,8.68,4.41,-1.08,2.63,-1.46,-8.8,15.81,4.07,59.96,27.85,3.4,-86.06,5.1,-9.78,-69.03,2.81,-14.36,82.24,14.25,-18.79,-112.48,2.23,-25.77,75.68,-49.88
15515,121.2031,-1.02,37.76,-3.3,0.59,32.79,0.08,3.08,24.78,-7.06,6.72,-23,25.13,-52.35,8.49,3.54,-1.13,2.75,-1.42,-8.44,15.78,3.02,60.23,27.21,4.29,-87.05,5.52,-10.02,-69.59,2.62,-15.1,82.28,14.5,-17.96,-113.84,1.21,-26.73,74.33,-54.57
15516,121.2109,-1.01,37.69,-3.37,0.46,32.95,0.47,3.03,25.04,-6.88,6.79,-24.06,24.76,-52.22,8.34,2.71,-1.19,2.87,-1.38,-7.97,15.76,2.26,60.22,26.53,4.94,-87.88,6.01,-10.05,-70.13,2.6,-15.87,81.94,14.7,-17.54,-115.33,-0.77,-27.74,72.18,-59.5
15517,121.2188,-1,37.59,-3.43,0.41,33.06,0.74,2.99,25.26,-6.71,6.9,-25.02,24.42,-52.07,8.24,1.96,-1.26,2.96,-1.33,-7.4,15.76,1.84,59.86,25.8,5.33,-88.44,6.58,-9.82,-70.45,2.77,-16.66,81.28,14.93,-18,-116.93,-3.25,-28.87,69.57,-64.65
